acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-0.008,0.009,9.787,0.017,-0.003,-0.003
0.021,-0.004,9.8,-0.005,-0.022,0.012
-0.006,-0.008,9.797,0.004,0.006,0.004
-0.009,0.003,9.806,-0.002,0.001,-0.008
0.002,-0.014,9.797,0.008,-0.014,0.0
-0.006,0.013,9.792,0.004,0.006,-0.001
-0.015,-0.018,9.809,-0.011,0.002,-0.009
0.009,0.009,9.804,-0.023,-0.018,-0.006
0.008,-0.006,9.779,-0.019,-0.009,-0.016
0.015,0.015,9.793,-0.007,0.008,-0.008
-0.002,0.006,9.805,-0.005,-0.005,-0.009
0.001,-0.001,9.797,-0.01,-0.004,0.0
-0.002,0.007,9.798,0.001,-0.003,-0.001
0.017,0.004,9.811,-0.006,-0.014,-0.012
0.001,-0.006,9.799,-0.001,0.006,0.01
0.014,0.001,9.812,0.005,-0.008,-0.01
0.006,0.016,9.786,0.008,-0.001,0.011
0.013,-0.006,9.795,-0.01,0.009,-0.018
-0.003,0.002,9.798,-0.006,-0.0,-0.019
-0.001,0.0,9.806,0.003,0.008,-0.007
0.002,0.001,9.785,-0.006,-0.031,0.002
-0.011,0.006,13.886,0.006,0.005,-0.015
0.005,0.011,17.528,-0.04,0.016,-0.01
-0.004,-0.002,20.198,0.006,0.008,0.01
-0.001,0.004,21.628,0.036,0.002,0.0
0.01,-0.013,21.614,-0.06,0.009,0.002
0.016,-0.007,20.187,0.036,0.002,0.005
-0.015,-0.002,17.526,-0.001,-0.035,0.008
-0.008,0.002,13.904,-0.021,0.021,-0.005
0.014,0.005,0.01,0.027,0.016,0.009
-0.004,-0.002,6.092,0.012,-0.007,-0.011
0.004,0.008,2.74,0.007,0.015,-0.003
-0.017,-0.001,0.105,0.031,-0.008,0.001
-0.005,-0.003,-1.612,0.026,-0.031,0.01
-0.011,-0.007,-2.219,0.017,0.022,-0.005
-0.002,-0.014,-1.61,-0.03,0.004,0.002
0.002,0.006,0.102,-0.007,0.035,-0.014
0.007,-0.015,2.769,0.033,0.008,-0.009
-0.011,0.002,6.097,-0.009,-0.003,0.003
-0.003,0.024,9.812,0.009,-0.009,-0.009
0.004,-0.002,9.824,-0.003,-0.012,0.008
-0.001,0.009,9.79,-0.002,-0.01,-0.011
0.02,0.006,9.784,0.012,0.014,-0.005
-0.006,0.004,9.803,0.002,-0.001,0.004
0.015,0.01,9.802,0.01,0.018,0.012
-0.002,-0.019,9.791,-0.012,0.001,0.0
-0.004,-0.0,9.795,0.003,-0.011,-0.006
0.011,0.034,9.775,0.002,-0.022,0.005
-0.012,0.01,9.803,-0.023,0.004,0.002
0.003,-0.003,9.812,-0.003,0.0,0.007
