acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0.001,0.006,9.801,-0.01,-0.015,0.008
0.001,-0.015,9.787,0.002,-0.005,0.0
-0.001,0.009,9.8,0.003,-0.019,0.008
-0.002,-0.004,9.792,0.007,0.019,0.008
0.018,-0.015,9.801,-0.007,0.008,0.009
-0.003,0.006,9.783,-0.015,0.015,0.029
-0.007,-0.007,9.797,0.007,-0.001,-0.011
0.008,0.006,9.794,-0.006,0.008,-0.018
0.0,0.013,9.8,0.01,-0.004,-0.015
-0.004,-0.021,9.788,-0.008,0.013,-0.013
0.005,0.002,9.805,0.004,-0.009,0.032
-0.015,-0.006,9.809,-0.028,-0.046,0.008
0.002,-0.004,12.941,0.04,-0.006,-0.006
-0.013,-0.007,15.901,-0.017,-0.006,0.001
-0.018,0.017,18.618,-0.01,-0.009,-0.0
-0.01,0.002,20.943,0.033,-0.012,-0.004
-0.0,-0.001,22.792,0.007,-0.023,-0.004
0.003,-0.019,24.075,-0.023,0.034,-0.019
-0.0,-0.014,24.715,0.043,0.012,0.003
-0.004,0.004,24.711,0.045,-0.029,-0.006
-0.018,0.014,24.052,0.018,-0.019,-0.0
0.007,-0.009,22.785,0.019,0.004,0.003
0.009,-0.004,20.959,-0.05,0.018,0.01
0.007,0.01,18.628,-0.007,-0.044,-0.004
0.001,0.02,15.882,0.013,-0.009,0.005
-0.007,0.003,12.926,0.007,-0.028,-0.003
0.025,-0.007,-0.132,-0.014,-0.018,0.001
0.009,0.004,2.297,0.03,0.002,0.005
0.002,-0.003,-3.191,-0.0,0.023,-0.006
0.005,-0.006,-5.206,-0.026,-0.025,-0.007
0.003,-0.001,-3.195,-0.006,-0.015,-0.006
0.004,-0.006,2.293,0.018,-0.012,-0.018
0.008,-0.004,9.793,-0.004,-0.002,0.013
0.01,-0.012,9.802,-0.008,-0.001,0.02
-0.008,-0.0,9.803,-0.002,-0.0,0.017
0.003,0.008,9.796,-0.002,0.021,0.003
-0.014,0.008,9.808,-0.008,-0.018,0.004
0.021,-0.002,9.798,-0.003,-0.001,-0.002
0.0,0.003,9.795,0.019,-0.001,-0.011
0.003,-0.004,9.806,-0.004,0.016,0.005
-0.01,0.01,9.816,0.004,-0.0,-0.004
0.02,-0.018,9.789,0.006,0.013,-0.004
0.003,0.012,9.82,0.009,-0.014,0.003
0.008,0.008,9.82,0.014,0.015,-0.016
0.001,-0.005,9.796,0.003,0.005,0.007
0.007,-0.004,9.795,-0.009,-0.008,-0.014
0.002,0.003,9.786,-0.013,-0.002,0.003
0.016,0.014,9.781,0.002,0.008,0.011
-0.009,0.006,9.813,0.002,-0.009,-0.007
-0.009,-0.007,9.801,0.007,-0.013,0.018
