acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-0.008,0.003,9.778,0.001,-0.005,0.004
-0.015,0.008,9.804,-0.01,-0.003,0.006
0.007,-0.013,9.79,0.004,-0.005,-0.01
0.019,0.007,9.796,0.017,0.008,0.005
-0.01,0.002,9.792,-0.0,0.021,-0.006
-0.009,0.001,9.789,0.005,0.001,0.003
0.007,-0.003,9.804,0.01,0.002,0.013
-0.013,-0.002,9.813,0.004,-0.001,-0.018
0.005,-0.017,9.8,0.004,0.006,-0.015
0.002,-0.023,9.805,0.019,0.002,0.0
-0.009,-0.001,9.796,-0.003,-0.009,-0.01
-0.006,-0.003,9.797,-0.009,-0.022,0.003
-0.008,-0.004,9.79,0.013,0.035,0.007
-0.019,-0.013,11.709,0.005,-0.029,0.022
-0.0,-0.007,13.35,0.049,-0.009,0.002
0.028,-0.002,14.419,0.009,0.033,-0.005
-0.01,0.004,14.799,0.012,-0.017,-0.004
0.004,-0.011,14.439,-0.033,0.014,0.016
0.002,-0.006,13.329,-0.008,-0.046,0.001
-0.005,0.021,11.713,0.0,-0.016,-0.003
0.014,0.003,0.141,-0.007,0.01,0.006
-0.017,0.021,7.303,-0.003,-0.005,-0.001
-0.001,0.007,5.487,0.012,0.012,0.002
0.006,-0.001,4.813,-0.037,0.005,-0.017
0.006,-0.009,5.456,0.022,-0.008,-0.003
-0.014,0.014,7.296,0.001,0.021,0.004
-0.0,0.004,9.797,-0.01,0.004,-0.01
-0.014,0.009,9.804,0.007,-0.005,-0.003
0.002,-0.001,9.82,-0.006,-0.003,0.015
-0.007,0.001,9.804,-0.014,0.022,-0.016
-0.001,0.006,9.791,0.004,0.015,-0.018
-0.01,-0.002,9.8,0.007,-0.006,-0.004
-0.01,0.004,9.788,-0.011,-0.026,0.001
-0.013,-0.008,9.811,-0.016,-0.014,0.01
0.013,-0.019,9.802,0.0,0.003,0.001
-0.001,-0.003,9.811,0.003,0.019,0.006
-0.013,-0.004,9.811,-0.006,0.015,-0.003
0.005,-0.011,9.797,0.004,0.002,-0.012
-0.005,0.013,9.805,0.0,-0.008,-0.002
-0.012,0.006,9.813,0.001,-0.013,0.01
0.012,-0.016,9.8,-0.0,0.007,0.002
-0.01,0.008,9.79,0.006,-0.001,-0.005
-0.004,0.012,9.792,-0.009,-0.004,0.01
-0.007,-0.009,9.799,0.006,0.005,-0.024
-0.016,0.013,9.797,0.007,0.024,-0.013
0.002,-0.011,9.812,0.003,0.002,0.012
0.006,-0.006,9.789,0.011,-0.007,0.012
0.005,0.005,9.789,-0.013,-0.004,0.002
-0.005,-0.009,9.81,0.006,0.007,0.0
0.001,0.01,9.804,-0.001,-0.002,0.016
