acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-0.006,-0.004,9.79,-0.005,0.008,-0.0
0.011,-0.002,9.818,-0.004,-0.002,-0.014
-0.005,0.018,9.798,0.033,-0.018,0.019
-0.004,-0.009,9.798,-0.005,-0.004,-0.004
0.013,-0.004,9.799,0.015,0.005,0.007
-0.0,0.006,9.797,0.01,0.007,0.008
0.009,-0.005,9.807,-0.013,0.021,0.015
-0.0,-0.01,9.789,0.0,-0.005,0.011
0.01,-0.005,9.797,-0.013,-0.005,-0.006
0.003,-0.006,9.804,-0.028,0.012,-0.002
-0.007,0.018,9.798,-0.0,0.006,-0.003
0.001,-0.015,9.813,-0.017,-0.013,0.009
0.004,0.008,9.824,-0.006,0.019,-0.008
0.004,0.004,13.445,-0.009,0.025,-0.017
-0.006,-0.0,16.842,-0.026,0.003,-0.016
0.023,-0.014,19.623,-0.018,0.016,0.013
-0.011,-0.008,21.63,-0.01,0.002,0.001
-0.005,0.008,22.674,-0.029,0.009,-0.01
-0.011,0.007,22.665,0.014,-0.014,-0.005
0.0,0.008,21.613,0.005,0.007,-0.001
-0.013,-0.007,19.615,0.013,0.047,0.004
0.009,-0.001,16.826,-0.0,-0.006,0.006
0.009,0.001,13.476,-0.007,0.014,-0.001
0.002,-0.011,-0.462,0.001,0.034,-0.013
-0.007,0.006,6.903,0.012,0.003,0.001
-0.0,-0.012,4.158,0.028,0.006,-0.005
-0.015,-0.01,1.688,-0.021,-0.014,-0.004
0.002,-0.014,-0.366,0.008,0.004,0.003
-0.002,0.003,-1.898,0.008,0.003,0.007
-0.006,0.002,-2.874,0.017,0.007,0.013
0.006,-0.004,-3.187,0.015,0.043,0.009
-0.014,0.004,-2.858,0.004,0.028,0.008
-0.022,0.004,-1.929,0.014,-0.001,-0.003
0.005,0.005,-0.36,0.021,-0.049,0.015
-0.001,0.001,1.705,-0.007,-0.002,0.002
0.007,0.027,4.15,-0.013,0.024,-0.002
0.012,-0.005,6.901,0.012,0.004,0.011
0.009,0.001,9.786,-0.002,0.005,0.009
0.002,0.003,9.801,0.0,-0.01,0.002
-0.002,0.001,9.799,0.009,-0.007,0.004
-0.004,0.012,9.785,0.014,0.008,0.007
-0.0,-0.002,9.798,-0.019,0.007,-0.003
-0.002,0.001,9.799,-0.004,-0.01,-0.009
-0.007,0.012,9.803,-0.002,-0.015,0.004
-0.001,0.003,9.791,0.011,-0.009,-0.003
-0.001,0.004,9.795,-0.004,0.005,0.003
0.007,-0.004,9.809,0.001,0.002,-0.003
-0.002,-0.007,9.833,0.002,-0.004,-0.028
-0.009,-0.007,9.818,-0.015,0.004,0.006
-0.008,0.014,9.806,-0.012,0.009,0.007
