acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0.007,0.019,9.813,-0.01,-0.012,-0.0
-0.006,0.001,9.79,-0.005,-0.015,0.01
0.013,0.008,9.798,0.003,0.006,0.012
0.02,0.004,9.775,0.012,0.005,-0.009
0.009,-0.01,9.796,0.009,0.014,0.008
0.014,-0.01,9.807,-0.008,0.0,0.003
-0.0,-0.009,9.825,-0.005,0.009,-0.004
-0.004,0.004,9.787,-0.005,-0.012,-0.017
-0.023,0.002,9.796,-0.013,0.01,0.0
-0.008,0.009,9.793,-0.006,0.011,0.005
0.011,0.006,9.801,-0.009,-0.017,-0.006
0.017,0.007,9.801,-0.003,0.007,0.001
-0.005,0.014,9.793,-0.004,0.007,-0.006
0.004,-0.012,9.812,-0.013,0.026,-0.009
-0.032,0.005,9.807,0.04,0.027,0.003
-0.016,-0.0,10.072,0.012,-0.009,0.009
-0.002,-0.0,10.293,0.004,-0.025,0.01
-0.012,-0.019,10.498,0.028,0.008,0.006
0.002,-0.013,10.673,-0.01,0.032,-0.01
-0.015,0.008,10.756,-0.013,-0.016,-0.01
-0.0,-0.002,10.803,0.007,0.012,-0.014
0.008,-0.006,10.777,-0.023,0.034,0.006
-0.007,-0.003,10.681,0.005,-0.02,0.003
-0.01,0.005,10.507,-0.025,0.03,0.013
-0.014,-0.005,10.274,0.001,-0.014,-0.002
0.008,-0.006,10.061,-0.006,0.018,-0.003
-0.01,0.007,-0.129,-0.003,-0.038,-0.013
-0.003,-0.004,9.537,0.015,-0.006,-0.02
-0.012,0.01,9.281,0.005,-0.024,-0.008
0.001,0.015,9.099,0.025,0.033,-0.016
0.01,0.003,8.934,-0.003,0.003,0.002
-0.01,-0.001,8.837,-0.027,-0.032,0.004
0.001,0.006,8.805,-0.038,0.002,-0.002
-0.026,0.008,8.829,0.029,-0.005,0.003
-0.006,-0.014,8.929,0.003,0.017,-0.009
0.008,-0.016,9.099,-0.023,-0.017,-0.015
0.006,0.003,9.269,0.015,0.011,0.006
-0.02,-0.001,9.538,-0.008,-0.014,-0.002
-0.012,0.007,9.818,-0.02,0.004,0.005
-0.006,-0.006,9.791,0.001,0.011,-0.001
-0.009,-0.009,9.8,0.013,-0.018,0.014
-0.006,-0.014,9.8,-0.014,0.005,0.009
-0.005,0.011,9.788,-0.004,-0.003,-0.007
0.004,-0.001,9.787,-0.018,0.004,-0.017
0.002,-0.005,9.798,-0.011,-0.003,-0.004
-0.006,-0.0,9.815,-0.005,-0.012,0.004
-0.006,-0.021,9.81,0.004,-0.001,-0.008
-0.022,-0.002,9.809,-0.013,0.003,-0.026
0.013,0.014,9.816,0.009,0.001,-0.007
0.001,0.003,9.8,-0.006,-0.011,-0.016
