acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0.011,-0.001,9.797,-0.025,0.007,-0.001
0.009,0.001,9.777,-0.0,0.008,0.005
0.014,-0.003,9.78,0.007,0.003,0.012
-0.007,0.006,9.798,-0.011,-0.01,-0.011
-0.01,0.01,9.809,-0.007,0.017,0.005
-0.009,-0.003,9.811,-0.003,0.005,0.013
-0.008,-0.01,9.808,-0.008,-0.009,-0.002
-0.004,-0.009,9.802,-0.002,-0.015,-0.009
0.003,-0.008,9.781,0.008,0.001,0.003
0.009,0.023,9.808,0.004,-0.002,0.015
0.009,0.007,9.797,0.0,-0.013,-0.005
-0.013,0.0,9.796,-0.002,-0.014,-0.009
-0.007,-0.001,9.802,-0.01,-0.003,0.012
0.004,0.004,9.79,0.001,-0.007,-0.002
-0.007,-0.016,9.806,-0.004,0.009,0.0
0.002,0.005,12.881,-0.019,0.035,-0.005
0.023,-0.006,15.664,-0.026,-0.01,-0.01
-0.007,0.0,17.871,0.064,-0.018,0.008
0.003,-0.014,19.308,-0.008,-0.011,0.002
0.005,-0.008,19.809,0.012,0.002,-0.009
-0.006,-0.006,19.308,-0.03,-0.001,0.016
0.002,-0.006,17.879,0.018,-0.025,-0.016
-0.002,-0.011,15.687,-0.019,0.053,-0.002
0.02,0.015,12.881,0.014,0.025,-0.003
-0.016,-0.001,-0.223,-0.006,-0.035,-0.003
0.005,-0.015,4.786,0.02,-0.019,-0.004
-0.013,-0.008,1.137,-0.012,0.004,-0.006
-0.001,-0.01,-0.218,0.016,0.004,0.008
0.001,0.012,1.143,0.007,0.015,0.001
-0.012,-0.0,4.787,-0.022,0.009,0.01
0.004,0.008,9.798,0.0,0.004,0.005
0.001,0.019,9.795,-0.015,-0.005,0.006
-0.012,-0.012,9.767,-0.012,0.002,0.004
-0.0,0.007,9.809,0.025,0.017,0.025
0.014,0.013,9.803,-0.013,-0.016,0.006
-0.005,-0.01,9.81,0.006,-0.023,-0.009
0.007,-0.003,9.795,0.015,-0.007,0.007
0.013,-0.005,9.801,-0.011,-0.002,-0.01
0.012,-0.0,9.791,0.019,-0.004,0.001
0.015,0.018,9.79,0.004,0.004,0.011
-0.02,0.004,9.786,0.004,-0.005,0.009
-0.002,0.011,9.805,0.012,-0.008,0.014
-0.012,-0.006,9.798,-0.0,-0.018,-0.009
0.006,0.0,9.784,0.002,-0.001,0.013
-0.001,0.005,9.817,-0.001,0.01,0.009
0.001,0.009,9.803,-0.001,-0.01,-0.001
0.016,0.008,9.813,-0.0,0.016,0.006
0.021,-0.003,9.797,-0.007,0.016,0.002
0.009,-0.005,9.806,0.013,-0.001,0.004
0.002,0.001,9.801,0.0,-0.005,0.004
