acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0.008,-0.015,9.802,-0.015,-0.017,0.005
-0.016,-0.009,9.817,-0.011,-0.008,0.01
0.005,-0.015,9.782,-0.014,0.013,-0.007
-0.006,0.001,9.796,-0.006,0.003,0.008
-0.009,0.012,9.799,0.013,0.002,-0.004
0.004,0.008,9.814,-0.011,-0.004,0.01
0.009,-0.009,9.802,-0.02,-0.007,-0.009
0.016,0.002,9.796,0.015,-0.011,-0.008
-0.006,-0.004,9.818,0.012,0.001,-0.011
-0.001,0.01,9.801,0.004,0.013,0.008
0.001,-0.016,9.815,-0.049,-0.026,-0.01
-0.011,-0.019,12.306,0.003,-0.01,0.006
-0.02,-0.013,14.127,0.005,-0.011,-0.027
-0.002,0.001,14.804,-0.013,-0.019,-0.02
0.015,-0.002,14.138,-0.007,0.006,-0.002
0.002,-0.009,12.289,-0.011,0.003,0.007
0.01,-0.01,-0.023,0.022,-0.055,-0.011
0.015,0.002,8.694,-0.018,-0.044,-0.009
-0.009,0.006,7.623,-0.06,0.019,-0.009
-0.008,-0.003,6.686,0.003,-0.012,0.002
-0.017,-0.003,5.892,0.007,0.015,0.008
0.005,0.018,5.314,-0.011,0.007,0.01
0.004,0.0,4.935,-0.015,0.025,-0.005
0.0,0.025,4.798,-0.032,-0.007,-0.005
-0.013,-0.006,4.942,0.015,0.015,-0.015
-0.006,0.007,5.281,-0.002,0.042,-0.003
-0.002,0.005,5.889,-0.014,0.002,0.017
-0.008,-0.001,6.679,-0.004,-0.015,0.007
-0.018,0.012,7.625,-0.005,0.004,0.002
-0.006,-0.013,8.695,0.015,0.003,-0.015
0.009,-0.012,9.814,-0.013,-0.026,0.008
0.003,0.007,9.809,-0.0,0.009,-0.014
-0.004,0.005,9.811,-0.003,-0.017,0.017
-0.005,-0.001,9.785,0.001,0.004,-0.001
-0.016,0.002,9.782,0.001,0.006,0.003
-0.008,0.015,9.792,0.01,0.009,0.006
-0.003,-0.016,9.8,0.004,0.017,-0.003
0.004,0.015,9.802,0.002,0.014,0.008
-0.019,0.0,9.805,0.008,-0.018,-0.013
-0.002,-0.003,9.811,0.017,0.015,0.008
0.006,-0.003,9.785,-0.006,0.002,-0.012
-0.003,0.012,9.798,-0.014,-0.011,-0.007
0.0,-0.013,9.79,0.002,0.003,0.019
-0.003,-0.004,9.802,0.003,-0.0,0.006
-0.0,0.014,9.784,0.002,-0.01,0.001
0.001,-0.006,9.787,-0.006,-0.033,-0.008
-0.017,0.001,9.788,0.018,-0.002,0.005
-0.02,-0.009,9.793,0.003,0.001,-0.015
-0.023,-0.003,9.802,-0.007,-0.012,-0.01
0.015,-0.002,9.792,-0.001,0.004,-0.008
