acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0.012,0.004,9.791,-0.0,-0.015,0.016
0.006,-0.003,9.801,0.001,-0.019,0.005
0.0,-0.022,9.801,0.009,0.005,-0.002
0.003,0.012,9.811,-0.002,0.017,-0.021
0.005,0.005,9.792,-0.01,-0.001,0.004
-0.01,0.006,9.798,-0.009,0.026,-0.008
-0.008,-0.012,9.785,0.002,0.002,-0.017
0.009,0.006,9.802,-0.015,-0.012,-0.012
0.011,0.004,9.796,-0.019,-0.002,-0.014
-0.009,0.004,9.814,0.032,0.01,-0.003
0.018,0.002,9.804,-0.01,-0.003,0.002
-0.001,-0.011,9.803,0.02,0.012,0.006
-0.003,-0.014,9.804,-0.029,-0.017,0.009
0.003,-0.003,9.813,0.014,-0.013,-0.001
0.002,0.007,12.466,0.011,-0.019,-0.005
0.004,-0.004,14.994,0.036,-0.003,-0.003
-0.006,0.01,17.293,0.026,-0.01,-0.005
-0.0,-0.016,19.189,-0.031,-0.01,0.005
0.009,0.022,20.615,-0.021,-0.012,-0.015
0.0,-0.0,21.491,-0.001,0.016,0.005
-0.008,-0.006,21.803,-0.014,-0.024,0.005
0.001,-0.007,21.495,0.008,0.018,-0.001
0.01,-0.014,20.609,-0.022,0.015,0.01
0.0,-0.007,19.194,0.013,0.002,0.018
-0.016,0.011,17.282,0.027,0.01,-0.006
0.013,-0.007,15.016,-0.009,-0.001,-0.004
0.002,0.004,12.476,0.021,0.016,-0.013
0.01,-0.001,0.115,-0.009,-0.002,-0.02
0.014,0.004,4.581,-0.022,-0.005,-0.006
-0.011,-0.003,0.406,-0.035,-0.016,-0.01
-0.004,0.01,-1.885,-0.002,-0.015,-0.004
0.007,0.008,-1.872,-0.015,0.017,-0.005
-0.012,-0.007,0.419,0.014,0.02,-0.01
0.005,-0.024,4.594,-0.036,0.025,-0.005
0.007,0.003,9.808,0.0,0.0,-0.003
-0.003,0.0,9.805,-0.003,0.018,0.013
-0.003,0.005,9.804,0.004,0.011,-0.013
-0.004,0.025,9.808,-0.008,-0.012,-0.012
0.008,-0.017,9.808,0.002,-0.014,-0.007
0.004,0.01,9.799,0.009,-0.004,0.023
0.012,-0.02,9.796,0.014,0.004,-0.004
-0.0,-0.002,9.805,-0.003,0.006,0.015
-0.002,-0.003,9.797,-0.017,-0.009,0.02
-0.006,-0.0,9.801,-0.006,0.004,0.005
-0.011,0.0,9.784,-0.001,-0.005,-0.003
0.005,-0.003,9.797,-0.006,0.0,-0.004
0.004,-0.014,9.791,0.001,0.008,-0.008
-0.009,0.002,9.788,-0.015,0.019,0.003
0.017,-0.002,9.821,0.016,0.003,-0.006
0.008,0.006,9.799,-0.005,0.003,-0.005
