acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0.007,-0.008,9.795,-0.001,-0.007,0.004
0.012,-0.005,9.813,-0.021,0.018,-0.004
0.015,0.001,9.79,-0.002,0.003,-0.01
-0.017,-0.016,9.794,-0.008,0.003,0.007
-0.01,-0.01,9.805,-0.006,-0.018,0.008
-0.01,0.008,9.806,-0.004,-0.011,0.005
0.001,0.003,9.799,0.005,0.015,-0.016
-0.009,-0.009,9.799,-0.015,-0.009,0.01
-0.009,-0.009,9.819,-0.002,-0.014,-0.005
0.006,0.009,9.808,-0.009,-0.021,-0.003
0.003,0.002,9.786,-0.002,-0.0,0.006
-0.004,0.006,9.806,-0.002,-0.011,-0.008
0.015,-0.008,9.801,0.021,0.011,-0.0
0.002,0.007,9.811,-0.008,-0.001,-0.007
0.006,0.003,9.803,-0.003,0.008,-0.011
-0.013,0.005,9.789,0.007,0.015,0.012
0.002,-0.013,9.79,0.013,0.043,0.003
-0.01,0.011,11.73,-0.02,-0.01,0.009
0.012,-0.007,13.349,-0.019,-0.029,-0.012
-0.012,0.007,14.432,-0.026,-0.018,0.007
0.001,-0.005,14.797,-0.005,0.012,0.008
-0.011,0.001,14.418,-0.002,0.055,0.005
0.006,-0.013,13.345,0.024,-0.009,-0.006
0.008,0.013,11.694,-0.02,0.016,0.031
-0.013,-0.008,-0.101,-0.057,-0.033,0.011
-0.003,0.012,8.774,0.002,-0.039,0.005
0.011,-0.002,7.753,0.002,-0.021,0.007
-0.007,0.002,6.869,0.026,0.011,0.006
-0.003,0.009,6.076,-0.021,-0.023,-0.005
-0.001,-0.013,5.467,0.003,-0.025,0.014
0.017,-0.022,5.052,0.001,-0.017,0.003
0.008,-0.006,4.822,0.012,0.004,-0.002
0.004,-0.017,4.837,-0.029,0.02,-0.001
0.009,0.015,5.051,-0.037,0.011,0.019
0.01,0.012,5.464,0.014,0.012,-0.008
-0.009,-0.007,6.085,-0.017,0.005,0.011
0.001,0.012,6.846,-0.015,-0.011,-0.005
-0.004,-0.003,7.77,0.002,0.008,0.005
-0.002,0.005,8.75,0.026,-0.007,-0.006
-0.03,-0.02,9.812,0.016,-0.003,-0.005
0.014,-0.006,9.807,-0.004,0.001,-0.006
0.006,-0.007,9.792,0.012,-0.005,-0.023
0.021,-0.021,9.798,0.017,-0.005,-0.009
-0.009,-0.006,9.805,-0.01,0.002,-0.004
0.006,-0.005,9.803,-0.006,0.013,0.004
-0.007,0.001,9.811,-0.014,0.003,-0.002
-0.005,0.006,9.803,0.005,0.007,-0.014
0.009,-0.006,9.803,0.009,0.004,0.025
-0.006,0.018,9.787,0.017,-0.006,-0.009
-0.011,-0.007,9.806,-0.006,-0.015,-0.006
