acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0.003,-0.017,9.807,-0.009,0.014,-0.008
-0.002,0.003,9.819,-0.014,0.004,-0.018
-0.003,0.002,9.794,-0.01,0.012,0.018
-0.009,0.018,9.79,-0.002,-0.001,0.025
0.003,0.013,9.788,0.013,-0.024,0.002
0.001,-0.002,9.81,-0.006,-0.023,-0.004
0.016,-0.017,9.802,-0.008,-0.008,-0.004
0.01,-0.014,9.788,-0.005,-0.006,0.001
0.006,0.022,9.798,-0.008,-0.001,0.0
-0.0,-0.003,9.806,-0.001,-0.007,0.007
0.002,0.018,9.809,-0.001,0.013,-0.02
-0.006,-0.014,9.805,0.025,0.011,0.003
0.014,0.003,9.805,0.019,-0.012,-0.004
0.016,-0.002,9.79,0.013,0.007,-0.017
0.002,0.008,9.795,-0.003,-0.014,0.009
0.003,0.003,9.801,-0.002,-0.001,0.002
-0.002,-0.001,9.801,0.014,0.003,-0.001
0.007,-0.013,9.808,-0.005,0.005,-0.005
0.005,-0.021,9.814,-0.006,-0.002,-0.011
0.007,0.009,9.771,0.021,-0.001,-0.011
0.006,0.017,9.781,-0.013,-0.009,0.012
0.003,-0.01,14.588,-0.008,-0.008,-0.003
0.005,-0.008,18.812,0.015,-0.001,0.005
0.004,0.001,21.919,0.001,-0.024,-0.007
-0.005,-0.009,23.587,0.061,-0.007,0.001
0.014,0.01,23.592,0.009,-0.017,-0.008
0.005,0.01,21.905,-0.041,0.001,0.017
-0.002,0.005,18.8,-0.039,-0.003,-0.0
-0.014,-0.002,14.593,0.0,0.021,-0.016
0.001,-0.018,-0.128,0.005,0.002,-0.016
-0.008,-0.016,6.175,0.008,0.008,0.011
0.002,0.003,2.795,0.044,-0.001,-0.003
-0.013,-0.007,-0.096,0.008,-0.031,-0.006
-0.001,-0.01,-2.319,-0.016,-0.004,0.013
-0.001,0.017,-3.715,-0.025,0.036,-0.014
-0.028,0.002,-4.206,0.024,0.019,-0.005
-0.004,0.011,-3.731,0.009,-0.007,-0.001
-0.019,0.015,-2.333,0.036,-0.011,0.014
-0.017,0.007,-0.1,-0.019,-0.024,-0.02
-0.002,0.006,2.8,0.006,-0.046,0.002
0.006,-0.002,6.157,0.017,0.0,0.007
-0.005,0.005,9.805,-0.001,-0.016,0.012
-0.002,-0.005,9.785,-0.006,-0.017,-0.001
0.006,0.004,9.792,-0.003,-0.017,0.004
0.002,0.012,9.806,-0.002,0.0,0.004
-0.003,-0.006,9.797,-0.009,0.002,-0.01
0.004,0.014,9.799,-0.002,-0.012,-0.001
-0.014,-0.015,9.818,0.021,-0.009,-0.003
-0.008,0.007,9.793,-0.02,-0.003,0.005
-0.019,-0.01,9.81,0.006,-0.004,-0.005
