acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0.001,0.01,9.801,-0.003,0.004,-0.004
-0.001,0.006,9.805,-0.004,-0.01,-0.023
0.011,-0.0,9.8,-0.004,-0.001,0.003
0.011,0.005,9.791,0.015,0.006,-0.014
-0.005,0.001,9.792,-0.007,-0.004,-0.004
0.003,0.007,9.813,0.02,-0.019,0.003
-0.004,-0.007,9.798,-0.007,0.006,-0.004
-0.007,-0.004,9.798,-0.012,0.01,-0.009
0.012,0.01,9.802,0.002,0.006,0.002
-0.002,-0.001,9.789,0.0,0.018,0.012
-0.001,0.01,9.8,-0.005,-0.004,0.001
-0.001,0.005,9.818,0.004,-0.004,-0.006
0.004,0.002,9.824,-0.0,0.001,-0.007
-0.002,-0.002,9.805,0.028,0.075,0.001
-0.021,-0.002,10.215,0.022,0.019,0.002
-0.003,-0.001,10.606,-0.012,0.007,-0.014
0.005,0.006,10.956,0.012,0.024,-0.007
-0.004,0.0,11.28,0.002,-0.014,0.015
0.004,-0.003,11.545,0.017,-0.033,-0.007
-0.014,-0.011,11.703,0.011,-0.0,0.002
-0.009,0.007,11.768,0.011,0.032,0.007
0.009,0.0,11.795,-0.014,0.03,-0.005
0.004,-0.003,11.703,0.001,-0.008,-0.012
-0.015,-0.007,11.529,-0.01,-0.01,0.017
-0.022,-0.01,11.279,0.021,0.014,0.003
-0.001,-0.008,10.989,-0.003,0.007,0.003
0.011,-0.016,10.597,-0.006,-0.003,0.002
-0.003,0.023,10.227,0.017,0.019,0.001
0.009,0.007,-0.081,0.01,-0.0,0.011
-0.002,0.008,8.824,-0.021,-0.011,-0.004
0.001,0.002,8.046,-0.015,-0.045,-0.006
0.008,0.002,7.806,0.011,-0.026,-0.009
-0.017,-0.001,8.065,0.031,0.003,0.004
-0.01,-0.01,8.8,0.031,0.019,0.005
0.009,0.001,9.797,-0.004,0.002,0.013
-0.004,0.002,9.802,-0.02,-0.002,0.005
-0.006,0.0,9.805,0.01,-0.008,-0.007
0.007,0.004,9.801,0.001,-0.011,0.017
0.011,0.008,9.781,0.006,-0.005,0.001
0.005,-0.002,9.79,0.01,-0.021,-0.014
-0.008,-0.003,9.797,-0.0,0.007,0.006
0.006,-0.011,9.801,0.001,-0.014,-0.011
-0.015,-0.003,9.788,0.008,0.013,0.017
0.007,-0.016,9.808,-0.011,0.024,-0.007
0.007,-0.0,9.821,0.006,-0.013,-0.003
-0.005,0.016,9.803,-0.014,-0.005,0.019
-0.0,0.001,9.809,-0.004,-0.015,0.003
0.007,-0.021,9.803,0.014,0.005,-0.019
-0.011,-0.008,9.811,-0.015,0.015,0.007
0.017,0.006,9.805,-0.009,0.009,-0.02
