acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-0.015,0.009,9.799,-0.005,-0.001,0.009
-0.013,0.003,9.799,0.014,0.007,0.018
-0.006,0.002,9.818,0.013,0.014,0.003
-0.01,0.022,9.811,0.007,0.008,0.021
0.016,-0.0,9.806,0.012,-0.012,-0.004
-0.0,0.007,9.81,-0.008,-0.014,0.004
-0.002,0.002,9.803,0.006,-0.001,0.015
0.004,0.001,9.796,-0.002,0.015,0.02
0.01,0.021,9.807,-0.009,-0.006,0.006
0.006,-0.001,9.8,0.0,0.002,-0.024
-0.005,-0.008,9.802,0.007,0.006,-0.003
-0.018,0.007,9.809,-0.01,-0.01,0.022
-0.006,0.009,10.42,0.029,-0.051,-0.01
-0.004,0.008,10.978,0.015,0.003,0.005
0.015,0.008,11.424,-0.014,-0.006,0.035
0.003,0.012,11.683,0.014,-0.045,-0.009
0.022,0.021,11.791,0.039,-0.012,-0.005
0.001,0.008,11.692,0.007,0.01,-0.012
-0.001,-0.006,11.429,0.013,-0.028,-0.004
-0.01,-0.005,10.969,0.001,-0.021,0.001
-0.006,0.011,10.409,0.016,-0.004,-0.002
-0.007,0.01,0.23,-0.016,-0.026,0.001
0.012,-0.012,9.252,0.041,-0.005,0.003
0.015,-0.011,8.721,0.006,0.003,-0.014
0.011,0.005,8.282,0.008,-0.049,-0.009
-0.012,-0.006,7.99,0.011,0.019,0.008
-0.003,0.003,7.813,-0.015,-0.02,-0.005
0.005,-0.014,7.823,0.019,0.04,0.004
0.005,0.017,7.991,0.0,-0.024,-0.001
0.015,0.005,8.281,-0.01,-0.008,-0.011
0.009,-0.001,8.738,-0.005,-0.02,0.004
0.007,0.002,9.243,-0.026,0.029,0.018
0.003,-0.006,9.788,0.004,-0.026,-0.012
0.012,-0.0,9.796,-0.001,0.013,-0.008
-0.011,0.016,9.787,0.001,-0.005,-0.002
-0.007,0.012,9.791,-0.01,-0.019,-0.008
-0.01,0.002,9.803,0.008,0.009,-0.008
0.005,0.003,9.803,-0.018,-0.006,0.003
-0.013,0.027,9.804,-0.006,-0.006,-0.001
-0.007,0.002,9.8,0.015,-0.009,0.011
-0.004,0.007,9.817,0.002,-0.008,0.007
-0.017,0.016,9.799,-0.006,-0.007,0.006
0.012,0.008,9.803,-0.003,-0.001,-0.001
0.002,-0.01,9.81,-0.008,0.003,-0.002
0.007,-0.011,9.791,0.018,0.014,-0.009
-0.01,0.019,9.801,0.0,-0.002,-0.013
0.006,0.004,9.805,0.002,-0.003,0.001
0.003,-0.006,9.82,0.001,-0.016,-0.003
-0.01,0.001,9.803,-0.016,-0.0,-0.002
-0.003,-0.005,9.812,0.002,0.003,0.004
