acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-0.002,0.001,9.801,-0.009,-0.0,-0.005
0.012,0.001,9.801,0.01,0.019,0.012
-0.005,-0.003,9.813,0.0,-0.005,0.002
0.002,0.004,9.786,0.005,0.003,0.012
-0.001,-0.003,9.792,0.003,-0.006,0.007
-0.011,0.002,9.789,-0.001,-0.005,0.007
0.016,0.005,9.796,0.007,0.009,-0.001
-0.007,0.001,9.815,0.002,0.004,0.015
0.006,-0.022,9.813,0.012,-0.009,0.004
0.007,0.002,9.804,-0.002,0.009,0.01
-0.002,0.028,9.771,-0.022,0.001,0.008
-0.012,0.001,9.816,-0.001,0.001,0.0
-0.002,-0.014,9.788,0.004,-0.01,-0.011
-0.013,-0.011,9.804,-0.023,-0.007,0.009
-0.01,-0.007,9.776,0.009,-0.001,-0.006
0.009,-0.001,9.794,0.006,-0.007,0.007
0.001,-0.007,9.791,-0.007,-0.006,-0.002
0.007,-0.01,9.795,-0.006,0.007,-0.009
0.006,-0.008,9.79,0.025,0.005,0.009
-0.005,0.01,9.808,-0.015,0.003,-0.01
-0.013,-0.012,9.786,-0.003,-0.012,-0.026
0.004,0.006,14.247,0.036,0.018,-0.003
-0.004,-0.002,18.144,0.054,0.018,-0.004
0.006,-0.004,21.041,-0.036,0.009,0.015
0.007,-0.003,22.621,0.022,0.012,-0.008
-0.001,-0.014,22.594,-0.001,0.03,-0.006
-0.014,0.028,21.053,0.015,-0.003,-0.017
-0.0,-0.011,18.14,-0.0,-0.07,-0.004
-0.008,-0.015,14.25,0.008,-0.023,0.007
0.01,0.001,0.088,-0.041,0.004,-0.002
0.035,-0.001,6.7,0.035,-0.009,0.012
0.001,0.026,3.749,-0.023,-0.013,-0.004
0.002,0.009,1.199,0.058,0.041,0.01
0.01,0.006,-0.92,-0.004,0.008,-0.004
-0.02,-0.003,-2.34,0.007,0.0,-0.005
0.012,0.01,-3.107,0.005,0.013,0.002
0.0,-0.01,-3.104,-0.024,-0.02,0.006
0.015,-0.0,-2.359,0.023,0.043,0.004
-0.0,0.013,-0.91,0.017,0.013,-0.001
0.003,0.008,1.184,0.004,-0.004,-0.001
0.006,-0.001,3.757,-0.04,-0.025,-0.011
-0.002,0.006,6.691,-0.055,-0.035,0.003
-0.008,-0.012,9.794,-0.013,-0.016,-0.01
0.004,-0.005,9.819,0.001,0.006,-0.003
-0.022,0.02,9.811,0.006,-0.009,0.009
-0.008,-0.009,9.793,0.013,-0.001,-0.016
0.009,0.016,9.794,-0.001,-0.004,0.013
-0.014,0.009,9.795,-0.006,0.023,0.008
0.004,-0.001,9.783,-0.003,-0.0,0.002
-0.003,0.003,9.797,0.001,0.001,0.0
